title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
DomiNations;40;762869;10.0 M;4;0,6;0,7;0;GAME_STRATEGY;466955;107353;49516;27844;111198;FALSE;18438;96367;149562;412826;6,7;28;
World at Arms;41;757664;10.0 M;4;0,1;0,1;0;GAME_STRATEGY;472981;111421;60179;22066;91014;FALSE;146918;180942;137228;755281;1,1;99;
Heroes of Order & Chaos;42;722453;10.0 M;3;0;0,1;0;GAME_STRATEGY;351940;72277;81782;35723;180728;FALSE;68649;25001;10157;322256;2;23;
METAL SLUG DEFENSE;43;696205;10.0 M;4;0;0,1;0;GAME_STRATEGY;435793;80415;54019;22820;103155;FALSE;51234;162234;82566;571169;3,4;24;
Army Men Strike - Military Strategy Simulator;44;676749;10.0 M;4;0,3;0,6;0;GAME_STRATEGY;422859;100905;53376;21444;78163;FALSE;82090;78283;193297;592579;9,9;30;
Toilet Time: Boredom killer Fun Mini Games to Play;45;635321;10.0 M;4;0,1;0,2;0;GAME_STRATEGY;433140;77119;45368;18233;61458;FALSE;55696;129523;142431;547695;5,5;73;
Castle Clash: Dominio del Reino;46;602797;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;433538;59595;35035;13775;60851;FALSE;192015;122813;176757;639696;2,1;45;
Final Fantasy XV: A New Empire;47;569186;10.0 M;3;0;0;0;GAME_STRATEGY;304445;59056;36586;24957;144139;FALSE;125756;192907;198422;765043;3,7;64;
Dead Ahead: Zombie Warfare;48;568510;5.0 M;4;0,5;0,9;0;GAME_STRATEGY;392543;103364;34155;12562;25883;FALSE;113229;94758;175029;546873;6;77;
Lapse: A Forgotten Future;49;562637;10.0 M;4;0,5;1,1;0;GAME_STRATEGY;434058;81401;22158;8120;16898;FALSE;22136;144694;186359;402906;9,7;35;
Heroes Evolved;50;544851;10.0 M;3;0,3;0,6;0;GAME_STRATEGY;292552;45804;41854;27186;137452;FALSE;52286;146664;168275;434351;7,8;31;
Dawn of Titans: War Strategy RPG;51;524835;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;341458;71787;26215;12587;72786;FALSE;99366;13503;196827;411453;3,4;34;
Toy Defence 2 — Tower Defense game;52;501511;10.0 M;4;0,4;0,8;0;GAME_STRATEGY;320724;112757;39353;9751;18924;FALSE;57432;30863;199478;332697;8,2;22;
2020: My Country;53;496584;5.0 M;4;0,2;0,4;0;GAME_STRATEGY;335371;87414;43397;10356;20044;FALSE;198830;86825;124300;630074;6,5;77;
Random Dice: PvP Defense;54;495783;5.0 M;4;1,9;3,6;0;GAME_STRATEGY;316232;65590;33735;15012;65212;FALSE;77120;154485;93609;623484;5,5;12;
South Park: Phone Destroyer™ - Battle Card Game;55;494150;10.0 M;4;0,6;1,3;0;GAME_STRATEGY;362231;60537;23406;12899;35075;FALSE;37105;58759;180405;403905;3,6;95;
Castle Clash: King's Castle DE;56;486733;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;340025;50808;29083;12367;54448;FALSE;69762;137630;40585;350242;8,3;30;
Clash of Lords: Guild Castle;57;485836;5.0 M;4;0;0;0;GAME_STRATEGY;383318;46683;22748;7652;25432;FALSE;52017;51701;100594;315093;4;92;
Empires and Allies;58;457050;10.0 M;4;0,2;0,4;0;GAME_STRATEGY;314731;62310;26605;11998;41403;FALSE;134810;36641;43732;305209;1;33;
Mini Warriors;59;447416;5.0 M;4;0;0;0;GAME_STRATEGY;300485;52687;22901;11410;59931;FALSE;10796;82729;147572;365007;7,1;15;
Invasion: Modern Empire;60;422883;10.0 M;4;0,1;0,3;0;GAME_STRATEGY;294392;36040;18450;9900;64100;FALSE;74063;160658;113122;564503;8,9;11;
Tentacle Wars ™;61;421429;1.0 M;4;0,2;0,7;0;GAME_STRATEGY;251910;93594;43204;11421;21298;FALSE;75009;185167;166958;472016;3,5;41;
Realm Defense: Epic Tower Defense Strategy Game;62;420713;5.0 M;4;0,3;0,7;0;GAME_STRATEGY;322394;53126;16505;8143;20542;FALSE;57889;152775;37510;408670;2,5;80;
Reactor ☢️ - Idle Manager- Energy Sector Tycoon;63;419861;5.0 M;4;3,1;5,9;0;GAME_STRATEGY;311407;63346;24981;7050;13074;FALSE;36697;106972;105885;424646;3,9;52;
My Virtual Pet Shop: Take Care of Pets & Animals🐶;64;411981;10.0 M;4;997,8;2,2;0;GAME_STRATEGY;322419;39157;18834;8957;22612;FALSE;80446;196397;134027;431251;2;82;
Gods of Olympus;65;410590;1.0 M;4;1,2;2,3;0;GAME_STRATEGY;296444;71858;22980;5513;13792;FALSE;21842;38964;28295;302568;9,6;89;
Disney Heroes: Battle Mode;66;403144;10.0 M;4;0,8;1,5;0;GAME_STRATEGY;276595;47615;22779;12123;44030;FALSE;42966;76151;65560;446820;3,3;45;
Deep Town: Mining Factory;67;399706;5.0 M;4;0,9;1,8;0;GAME_STRATEGY;312504;38206;18255;10389;20349;FALSE;130206;24532;65049;381564;1,2;85;
War and Order;68;398705;10.0 M;4;1,7;3,2;0;GAME_STRATEGY;246663;68774;30684;11394;41188;FALSE;179726;132395;48901;393315;8,9;60;
Survival Arena;69;398659;1.0 M;4;0;0;0;GAME_STRATEGY;235304;104269;43047;6038;9998;FALSE;192267;101358;103226;667316;3,2;26;
Virtual City® Playground: Building Tycoon;70;389030;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;252459;76356;37873;8746;13594;FALSE;181673;162407;30766;660413;4,3;80;
Castle Clash : Guild Royale;71;386714;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;273466;47670;23645;8428;33503;FALSE;58184;170582;198340;721575;10;83;
Clash of Lords 2: Битва Легенд;72;384682;1.0 M;4;0;0;0;GAME_STRATEGY;318938;29917;10238;4649;20937;FALSE;185117;20713;7440;374916;2,1;22;
Top War: Battle Game;73;369562;10.0 M;4;8,4;1019,6;0;GAME_STRATEGY;289130;24934;10808;7421;37267;FALSE;174709;183103;133519;529217;6,4;54;
Empire Z: Endless War;74;366186;5.0 M;3;0,1;0,3;0;GAME_STRATEGY;198511;55685;35432;18508;58047;FALSE;157040;39875;62868;290201;6;46;
Warlings: Armageddon;75;362447;10.0 M;4;0,4;1;0;GAME_STRATEGY;244893;44617;27630;11580;33724;FALSE;62652;98325;180958;599765;9;100;
Age of Z Origins;76;360216;10.0 M;4;1,5;6;0;GAME_STRATEGY;247952;47567;23604;9260;31830;FALSE;99585;28094;11913;390845;1,9;66;
انتقام السلاطين;77;347182;10.0 M;3;1,1;2,3;0;GAME_STRATEGY;231474;20632;16026;8993;70055;FALSE;61896;71642;75593;328859;2,4;36;
Total Conquest;78;346748;10.0 M;3;0,3;0,6;0;GAME_STRATEGY;206791;30098;24620;15284;69953;FALSE;80111;110480;120732;481120;6,2;35;
Chess Live;79;340261;10.0 M;4;0,1;0,1;0;GAME_STRATEGY;220141;42941;24403;10283;42491;FALSE;43028;50348;36086;279849;2,1;88;
Onmyoji Arena;80;338283;5.0 M;4;0,5;1,1;0;GAME_STRATEGY;231892;42256;19681;10169;34282;FALSE;4266;86505;121887;418243;7,6;37;
Narcos: Cartel Wars. Build an Empire with Strategy;81;333150;10.0 M;4;0,4;0,8;0;GAME_STRATEGY;260113;26447;13258;7791;25539;FALSE;138473;19190;171315;380560;8,6;90;
March of Empires: War of Lords;82;331561;10.0 M;3;0,3;0,6;0;GAME_STRATEGY;187712;43663;22820;13795;63568;FALSE;120099;185210;23634;626215;9,2;57;
Chess Rush;83;331178;5.0 M;3;0,5;1;0;GAME_STRATEGY;190352;35496;22340;15112;67875;FALSE;79992;172245;149573;467794;3,3;29;
War and Magic: Kingdom Reborn;84;330020;5.0 M;4;0,6;1,2;0;GAME_STRATEGY;204234;51551;18934;7902;47396;FALSE;82208;19464;76969;217964;6;44;
Supermarket Mania Journey;85;324991;10.0 M;4;0,7;1,6;0;GAME_STRATEGY;214459;52688;31882;10897;15062;FALSE;168696;152896;132674;492319;7,8;45;
War Heroes: Strategy Card Game for Free;86;319868;10.0 M;4;0,1;0,3;0;GAME_STRATEGY;233685;22290;15190;9040;39660;FALSE;134578;91299;139678;594320;9,9;35;
TRANSFORMERS: Earth Wars;87;318917;10.0 M;4;0,4;0,8;0;GAME_STRATEGY;230933;39731;14966;7652;25632;FALSE;60767;143931;22898;252467;2,1;91;
Art of War 3: PvP RTS modern warfare strategy game;88;318209;10.0 M;4;1,1;2,4;0;GAME_STRATEGY;250224;25778;13297;6409;22498;FALSE;60696;89881;112607;466461;4,5;93;
Train Station 2: Railroad Tycoon & Train Simulator;89;308480;10.0 M;4;4,2;9,5;0;GAME_STRATEGY;213598;54991;19626;7023;13240;FALSE;3593;36752;23042;178863;7,7;12;
Defender II;90;305701;10.0 M;4;0;0;0;GAME_STRATEGY;197476;38262;22343;10982;36636;FALSE;123457;147756;158347;618059;4,8;72;
Stormfall: Rise of Balur;91;297722;10.0 M;4;0;0,1;0;GAME_STRATEGY;190869;41354;20387;9399;35710;FALSE;199328;120330;36831;656213;5,9;41;
Zombie Defense;92;293059;10.0 M;4;0,1;490,9;0;GAME_STRATEGY;203722;40179;20334;7460;21362;FALSE;72828;159056;95240;443748;5,3;60;
Grepolis - Divine Strategy MMO;93;289334;5.0 M;4;0,1;0,2;0;GAME_STRATEGY;179988;58617;19476;8269;22981;FALSE;175436;84730;13754;521445;8,3;28;
Venom Angry Crashy Rush Online;94;285623;10.0 M;4;0,3;0,6;0;GAME_STRATEGY;200973;25295;15672;9782;33899;FALSE;100890;121081;127819;495366;8,3;93;
Castle Clash: Batalha de Guildas;95;280494;1.0 M;4;0,1;0,3;0;GAME_STRATEGY;209506;23609;14537;5804;27036;FALSE;45509;181339;195410;653087;6,9;36;
The Walking Dead: Survivors;96;278920;5.0 M;4;61,7;0;0;GAME_STRATEGY;218262;37400;13806;3115;6334;FALSE;97455;80211;100466;437273;2,5;61;
城堡爭霸 - 聯盟霸業;97;276534;1.0 M;4;0;0,1;0;GAME_STRATEGY;224905;19994;9987;3809;17836;FALSE;47641;11381;51634;166656;8,1;32;
Kiss of War;98;274882;5.0 M;4;2,9;7,7;0;GAME_STRATEGY;223344;23286;10822;4325;13103;FALSE;49659;97932;130629;443311;7,8;90;
Conquerors: Golden Age;99;272243;10.0 M;3;0,4;1,2;0;GAME_STRATEGY;170316;12438;9587;6677;73223;FALSE;67730;105848;27296;243649;3;64;
Iron Desert - Fire Storm;100;272201;5.0 M;4;0;0;0;GAME_STRATEGY;191275;34133;16626;7165;23000;FALSE;22155;45571;163937;269350;8,7;12;
Trivia Crack;1;7334155;100.0 M;4;0,4;0,8;0;GAME_TRIVIA;4938889;1123053;442298;187183;642730;FALSE;164469;126116;1863;295868;9,3;21;
Brain Test: Tricky Puzzles;2;4145089;100.0 M;4;1329,5;3,9;0;GAME_TRIVIA;3257745;500071;128569;58420;200281;FALSE;122543;117948;17766;276717;1,4;99;
94% - Quiz, Trivia & Logic;3;2614691;10.0 M;4;0;0,1;0;GAME_TRIVIA;1793644;502914;188160;46183;83787;FALSE;110387;127391;12052;480506;4,2;94;
Logo Quiz;4;1183690;50.0 M;4;0;0;0;GAME_TRIVIA;782536;200566;91641;35146;73798;FALSE;53423;16740;75274;422966;2,7;42;
Who is? Brain Teaser & Tricky Riddles;5;1098826;10.0 M;4;4,8;12;0;GAME_TRIVIA;849618;127466;39973;19883;61883;FALSE;141350;56961;59820;484016;8,8;24;
Brain Test 2: Tricky Stories;6;837271;10.0 M;4;4,9;9,3;0;GAME_TRIVIA;657949;100330;27744;11337;39908;FALSE;139106;62666;180889;562072;2,9;70;
Free Trivia Game. Questions & Answers. QuizzLand.;7;688137;10.0 M;4;2,7;6,3;0;GAME_TRIVIA;599123;45187;15423;7552;20849;FALSE;61540;184529;105164;608065;7,5;47;
Tricky Test 2™: Genius Brain?;8;649922;10.0 M;4;0;0,1;0;GAME_TRIVIA;559733;39931;17721;8106;24428;FALSE;82456;109543;66950;271873;2,3;76;
Quiz: Logo game;9;423164;10.0 M;4;995,6;0,5;0;GAME_TRIVIA;265001;75368;36981;15446;30364;FALSE;104085;128767;144350;439047;6,6;78;
TVSMILES - Quiz and Prizes;10;406864;1.0 M;4;0;0;0;GAME_TRIVIA;292046;61432;25546;7248;20589;FALSE;134039;65509;36455;266330;4,5;76;
فطحل العرب - لعبة معلومات عامة;11;379611;5.0 M;4;0,3;0,6;0;GAME_TRIVIA;310072;33669;17359;5129;13379;FALSE;57802;87697;118374;480703;9,8;53;
Gartic;12;357020;10.0 M;4;69928,5;1,6;0;GAME_TRIVIA;230895;52861;25746;10562;36953;FALSE;76781;58475;53220;385865;5;52;
Trivia Crack 2;13;344975;10.0 M;4;1,4;2,8;0;GAME_TRIVIA;235266;57540;20735;8377;23054;FALSE;83176;43214;154828;281448;4;82;
94 Degrees: fun trivia quiz;14;334779;10.0 M;4;0;0;0;GAME_TRIVIA;195219;69220;29656;12503;28179;FALSE;97188;70012;85536;285344;8,8;42;
Quizdom - Trivia more than logo quiz!;15;330992;10.0 M;4;0;0;0;GAME_TRIVIA;242869;28097;16707;7814;35503;FALSE;125133;198285;195533;563766;3,8;17;
Think;16;289425;5.0 M;4;0,1;0,3;0;GAME_TRIVIA;165966;89531;24385;3626;5914;FALSE;78836;142518;171204;492286;5,9;74;
Fight List - Categories Game;17;282642;10.0 M;3;0,1;0,3;0;GAME_TRIVIA;139977;55995;27747;17549;41371;FALSE;108940;150712;85889;593414;1,8;55;
모두의 퀴즈 - 사진연상 단어;18;279589;1.0 M;4;0;0,1;0;GAME_TRIVIA;188748;52259;24863;4386;9331;FALSE;141930;27196;17937;201337;9,9;16;
I Know Stuff : trivia quiz;19;216643;10.0 M;4;0;0;0;GAME_TRIVIA;154643;26117;15302;5847;14732;FALSE;74528;161109;95043;546268;3,2;20;
Who Wants to Be a Millionaire? Trivia & Quiz Game;20;211433;10.0 M;4;1,4;2,8;0;GAME_TRIVIA;139578;35991;14066;6178;15616;FALSE;162203;9491;196575;428729;6,3;40;
World Geography - Quiz Game;21;189577;10.0 M;4;0,5;1,3;0;GAME_TRIVIA;136572;37927;7274;2381;5421;FALSE;148361;198689;39602;556593;3,7;52;
Guess The Brand - Logo Mania;22;181338;10.0 M;4;0;0;0;GAME_TRIVIA;118311;29600;14815;4971;13639;FALSE;145296;97001;38688;457872;6,7;55;
Millionaire 2021 - Free Trivia Quiz Offline Game;23;172772;10.0 M;4;6,7;16,9;0;GAME_TRIVIA;121153;22621;9172;5335;14488;FALSE;69524;96150;46341;455556;5,7;96;
ปริศนาฟ้าแลบ;24;172586;10.0 M;4;0;0;0;GAME_TRIVIA;119604;23373;13270;6435;9902;FALSE;46349;156222;44352;508331;3,5;44;
Guess The Song - Music Quiz;25;169372;10.0 M;4;0;0;0;GAME_TRIVIA;117777;24617;11618;3899;11458;FALSE;4050;60187;23671;276053;2,8;28;
حلها واحتلها - لعبة كلمة السر;26;166714;1.0 M;4;1,8;3,9;0;GAME_TRIVIA;147906;7246;4950;2017;4592;FALSE;164812;124928;65759;638334;2,7;96;
Can you escape the 100 room IV;27;166160;5.0 M;4;1,2;2,4;0;GAME_TRIVIA;117768;29132;11301;2815;5141;FALSE;113439;137603;87589;345049;9,4;66;
Logo Game: Guess Brand Quiz;28;166022;10.0 M;4;0,2;0,4;0;GAME_TRIVIA;98721;21044;15401;8503;22350;FALSE;165011;136365;57770;598772;2,3;52;
A4 Wheel of fortune;29;163509;5.0 M;4;1,1;2,5;0;GAME_TRIVIA;127718;9963;4952;2919;17955;FALSE;90739;58419;25792;414370;3,6;73;
Color Mania Quiz - Guess the logo game;30;163390;1.0 M;4;0;0;0;GAME_TRIVIA;137315;9324;6925;2488;7335;FALSE;82463;112145;87248;361557;8,3;36;
TTS Lontong;31;157252;5.0 M;4;0;0,1;0;GAME_TRIVIA;108158;19571;11615;4656;13250;FALSE;113740;57585;149819;530120;9,1;10;
Интеллект-баттл;32;155287;5.0 M;4;0,4;0,7;0;GAME_TRIVIA;112167;19274;7592;3761;12490;FALSE;138584;45648;161783;399415;5,8;67;
Jeopardy!® Trivia Quiz Game Show;33;152329;1.0 M;4;0,4;0,9;0;GAME_TRIVIA;96618;31508;11662;4834;7705;FALSE;94704;125002;6887;387021;6,9;24;
Scratch Logo Quiz. Challenging brain puzzle;34;152275;10.0 M;3;0;0;0;GAME_TRIVIA;74829;18205;16867;8518;33854;FALSE;141091;21253;184490;458025;4,5;99;
Spin of Fortune - Quiz;35;151512;10.0 M;4;0,3;0,8;0;GAME_TRIVIA;101790;20627;10902;4892;13299;FALSE;175686;170225;166174;692973;9,4;54;
100 PICS Quiz - Guess Trivia, Logo & Picture Games;36;148685;10.0 M;4;0;0,1;0;GAME_TRIVIA;98320;22627;10278;4849;12608;FALSE;186653;57022;114830;478873;6,3;33;
General Knowledge Quiz;37;143211;5.0 M;4;0;0;0;GAME_TRIVIA;91487;28262;11460;3963;8036;FALSE;153202;93883;182067;460948;7;23;
Food Quiz;38;142859;10.0 M;4;0;0;0;GAME_TRIVIA;92830;17284;10837;5878;16027;FALSE;176515;121553;33539;529993;2,2;87;
TRIVIA STAR - Free Trivia Games Offline App;39;134845;5.0 M;4;9,2;22,3;0;GAME_TRIVIA;121513;7113;2095;1062;3059;FALSE;65362;9160;9618;193991;3,3;56;
Trivia Survival 100;40;130488;1.0 M;4;0;0;0;GAME_TRIVIA;91988;14909;7949;3029;12609;FALSE;172948;42316;165017;620937;4,2;100;
Adivina la Canción;41;124963;5.0 M;3;0,1;0,3;0;GAME_TRIVIA;73341;15419;11944;5991;18265;FALSE;100607;15885;41726;238751;7,3;43;
Nope Quiz;42;120834;1.0 M;4;0;0;0;GAME_TRIVIA;85619;16288;6771;2856;9297;FALSE;137721;34988;113703;571411;2,1;57;
Free RBX Master;43;116248;500.0 k;4;2,7;8,1;0;GAME_TRIVIA;84945;7865;4824;2342;16269;FALSE;24825;163190;174789;574642;6,9;72;
Вращайте барабан;44;115459;10.0 M;4;1,8;3,9;0;GAME_TRIVIA;89613;12485;5377;2266;5715;FALSE;85360;157565;31477;474876;6,1;75;
Genius Quiz - Smart Brain Trivia Game;45;115024;5.0 M;4;2391,1;0;0;GAME_TRIVIA;83883;12372;6365;2165;10237;FALSE;32039;99779;90448;290641;9,4;73;
Richman 4 fun;46;114009;1.0 M;3;0;0,1;0;GAME_TRIVIA;57009;13840;11204;5312;26642;FALSE;1182;141936;89357;273568;2,2;48;
Who Becomes Rich;47;113934;5.0 M;3;185,9;0,3;0;GAME_TRIVIA;54008;28525;12990;7682;10725;FALSE;38993;109750;180264;489102;6,3;26;
Trick Me: Logical Brain Teasers Puzzle;48;111963;5.0 M;4;1,4;3;0;GAME_TRIVIA;76183;14445;9849;3788;7696;FALSE;144993;100270;187515;568454;8,7;77;
TRIVIA 360: Single-player & Multiplayer quiz game;49;109743;5.0 M;4;0,5;1,2;0;GAME_TRIVIA;66254;28161;8615;2413;4297;FALSE;183041;24781;166114;395263;7,6;85;
Quiz Of Kings;50;107915;1.0 M;4;3;7,1;0;GAME_TRIVIA;84991;8110;4065;2072;8675;FALSE;147580;186481;138164;625177;5,5;29;
sameQuizy;51;107674;1.0 M;4;0,2;0,4;0;GAME_TRIVIA;68905;19658;8051;3286;7771;FALSE;193869;168333;117351;580161;1,2;80;
Live Quiz Games App, Trivia & Gaming App for Money;52;106920;10.0 M;3;0;0;0;GAME_TRIVIA;53824;8887;5436;3650;35121;FALSE;185607;48837;17594;316977;3,6;16;
MEGA QUIZ GAMING 2021 - Guess the game Trivia;53;98012;1.0 M;3;0;0;0;GAME_TRIVIA;46788;24667;11345;4424;10785;FALSE;33776;141161;143628;353056;5,3;32;
Would You Rather? The Game;54;96670;5.0 M;3;1,3;2,1;0;GAME_TRIVIA;49679;10309;8727;4675;23277;FALSE;145045;91613;161313;689091;9,2;65;
Guess The Movie ®;55;94777;1.0 M;3;0,1;0,3;0;GAME_TRIVIA;31828;18525;15729;9987;18705;FALSE;111404;181200;144780;552691;4,2;68;
Pluck It: hairs and emotions;56;86335;500.0 k;4;1,1;2,3;0;GAME_TRIVIA;72958;6777;1971;1139;3487;FALSE;148260;59068;82316;410328;6,7;14;
A Journey Towards Jesus;57;82509;1.0 M;4;0,3;0,8;0;GAME_TRIVIA;69752;8274;2295;608;1577;FALSE;104012;134182;178090;571008;2,9;76;
УГАДАЙ БЛОГЕРА;58;77624;1.0 M;4;0;0,1;0;GAME_TRIVIA;70298;2451;1265;717;2890;FALSE;46963;160674;53906;544422;7,4;44;
96%: Family Quiz;59;77391;1.0 M;4;0;0;0;GAME_TRIVIA;46468;15506;6715;2504;6196;FALSE;74880;87289;107341;517987;7,4;69;
Эврика! Логические Задачи, Игры и Головоломки;60;76857;1.0 M;4;0,1;0,1;0;GAME_TRIVIA;55447;12867;2797;1049;4695;FALSE;143109;158303;50812;510747;4;23;
Stupid test: moron test, idiotest. IQ bored games;61;76445;1.0 M;4;0,5;1,1;0;GAME_TRIVIA;47739;8784;4895;2592;12433;FALSE;2995;116455;40418;392674;2,5;88;
Trivia Crack Adventure;62;75729;5.0 M;4;9,1;25,6;0;GAME_TRIVIA;49778;13930;5241;2208;4569;FALSE;121053;130900;137902;493869;5,4;54;
Trivia Crack (No Ads);63;75712;500.0 k;4;0,7;1,4;1,99;GAME_TRIVIA;56454;12628;3284;1088;2256;TRUE;58217;100517;198461;499715;6,4;48;
Guess Their Answer;64;75135;5.0 M;4;41,3;235,8;0;GAME_TRIVIA;45559;12199;6161;3189;8025;FALSE;61945;159746;109678;570352;3;10;
New QuizDuel!;65;72097;1.0 M;3;28062,9;9,8;0;GAME_TRIVIA;28045;12708;3730;3681;23930;FALSE;152574;132794;74754;644628;9;10;
Quiz World: Play and Win Everyday!;66;67251;1.0 M;4;78,6;157,2;0;GAME_TRIVIA;52444;3270;2133;1286;8115;FALSE;111367;104658;43724;421311;4,4;55;
Picture Quiz: Logos;67;66599;10.0 M;4;0,1;0,1;0;GAME_TRIVIA;44206;15727;4436;799;1428;FALSE;159865;53959;136826;551136;5,8;60;
I Know the Cartoon;68;65681;5.0 M;4;0;0;0;GAME_TRIVIA;41290;8609;5553;1967;8260;FALSE;27336;74987;112841;479225;2,5;94;
Quiz - Offline Games;69;65504;5.0 M;4;3,4;7,4;0;GAME_TRIVIA;42321;11158;5329;1793;4901;FALSE;78369;190691;16143;421978;8,1;64;
Atriviate (Online Trivia);70;64624;5.0 M;3;0;0,1;0;GAME_TRIVIA;24061;16120;9210;4560;10670;FALSE;89267;162628;69265;432222;8,1;45;
Logo Test: World Brands Quiz, Guess Trivia Game;71;62720;1.0 M;4;8,6;22,9;0;GAME_TRIVIA;45054;8178;4563;1465;3458;FALSE;62366;132903;165218;573131;4,4;31;
Gartic.io - Draw, Guess, WIN;72;62009;5.0 M;3;1,7;4;0;GAME_TRIVIA;32499;9654;6416;3396;10041;FALSE;80240;177004;100738;643057;9,9;40;
Truth or Dare;73;61000;1.0 M;4;1;2,5;0;GAME_TRIVIA;44911;7894;2864;1337;3992;FALSE;12832;163100;59361;272530;4,7;10;
BFF Friendship Test;74;60074;10.0 M;4;0,8;1,9;0;GAME_TRIVIA;39186;7122;4624;2447;6692;FALSE;191528;65060;128904;641155;5,5;15;
Eu Sei a Música;75;57663;1.0 M;4;0;0,1;0;GAME_TRIVIA;35727;8353;4790;2305;6486;FALSE;26819;128348;165529;515675;7,9;23;
Se como Jose;76;57326;1.0 M;4;0,5;1,2;0;GAME_TRIVIA;43019;4258;2199;1249;6598;FALSE;188199;190571;47463;531952;1,1;10;
فكر ـ Think;77;56774;100.0 k;4;0;0;0;GAME_TRIVIA;50520;2542;1988;445;1276;FALSE;18334;29045;17926;247497;4,3;79;
TopQuiz -Play Quiz & Lottery | Win Money via Paytm;78;55313;1.0 M;3;0,2;0,5;0;GAME_TRIVIA;24360;4660;2947;2499;20844;FALSE;120099;151459;90951;538342;1;62;
101 Pics: Photo Quiz;79;54183;5.0 M;4;0,5;1,4;0;GAME_TRIVIA;41626;3708;2734;1491;4622;FALSE;141080;70916;83124;450080;2,1;74;
Flags and Capitals of the World Quiz;80;51951;1.0 M;4;3914,8;0,6;0;GAME_TRIVIA;35876;6791;3549;1463;4270;FALSE;21069;147752;165903;545706;2,2;66;
¿Cuánto sabes de Primaria?;81;50815;10.0 M;3;0;0;0;GAME_TRIVIA;25762;4974;5094;2567;12416;FALSE;44565;121966;125262;526197;5;38;
לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל;82;50002;500.0 k;4;0,3;0,7;0;GAME_TRIVIA;41823;4249;1669;589;1669;FALSE;196232;169843;176206;790414;1,8;39;
Cars Logo Quiz HD;83;49748;5.0 M;4;0,1;0,2;0;GAME_TRIVIA;31389;6665;4407;2148;5136;FALSE;58118;14450;48285;218044;7,7;99;
Flags of All Countries of the World: Guess-Quiz;84;48813;5.0 M;4;1,1;2,3;0;GAME_TRIVIA;32011;7057;3881;2000;3862;FALSE;45868;167983;86204;482347;4,1;100;
90's Quiz Game;85;47912;500.0 k;4;0;0;0;GAME_TRIVIA;40057;4661;2300;347;545;FALSE;109403;30772;46106;417645;3,9;67;
Alphabet Game;86;46162;5.0 M;4;1;1,8;0;GAME_TRIVIA;28793;7910;3795;1568;4094;FALSE;132892;185153;88758;426223;7,8;54;
Vrai ou Faux ? Le grand Quiz;87;45788;1.0 M;4;0;0;0;GAME_TRIVIA;24332;13290;4866;939;2358;FALSE;114596;101645;95243;588977;8,1;13;
Hardest Girl to Get - Kode Keras Cowok dari Cewek;88;45359;1.0 M;4;0,4;0,8;0;GAME_TRIVIA;30760;4580;3296;1991;4730;FALSE;163281;106839;19811;478940;4,6;89;
Cuanto Sabes de la Biblia;89;45126;500.0 k;4;954,5;4,2;0;GAME_TRIVIA;38933;3912;1284;378;617;FALSE;145081;11165;173336;481206;7,7;49;
Slam;90;45047;1.0 M;4;0,2;0,4;0;GAME_TRIVIA;28329;8653;3367;1209;3487;FALSE;106908;141926;76288;492522;2,5;98;
Quiz Planet;91;44566;1.0 M;3;1,4;3,2;0;GAME_TRIVIA;24007;8544;4678;1903;5431;FALSE;39647;109812;199064;589604;4,5;35;
아재 능력 고사 : 아재개그와 넌센스퀴즈;92;44016;1.0 M;4;0;0;0;GAME_TRIVIA;33405;4766;2253;857;2732;FALSE;151468;14122;34798;331499;4,2;97;
Geography Quiz - flags, maps & coats of arms;93;43149;1.0 M;4;0,8;1,9;0;GAME_TRIVIA;27059;7925;3273;1626;3263;FALSE;88952;196149;32850;332982;3,3;98;
Imagzle Brain test & Quiz Trivia Riddle Smart game;94;42776;500.0 k;4;0,6;1,6;0;GAME_TRIVIA;35857;3867;1053;685;1312;FALSE;45388;46638;171150;418606;7;16;
AppTrailers;95;42517;1.0 M;4;0;0;0;GAME_TRIVIA;24332;8047;3069;1099;5968;FALSE;112138;25387;26499;404342;3,8;85;
Crazy Quiz;96;41756;500.0 k;4;0;0;0;GAME_TRIVIA;26434;10274;3777;419;849;FALSE;114661;151526;198516;747915;8,3;59;
Mozkovna;97;41520;1.0 M;4;0;0;0;GAME_TRIVIA;28452;8981;2107;669;1308;FALSE;92591;31606;158191;387444;8,6;82;
Quem quer ser rico?;98;40744;1.0 M;4;0,1;0,1;0;GAME_TRIVIA;28555;5809;2539;1169;2669;FALSE;92329;163472;6717;306984;9,8;67;
Carry1st Trivia: Play. Learn. Earn.;99;40228;1.0 M;4;0;0;0;GAME_TRIVIA;31598;3138;1614;767;3109;FALSE;173160;60155;12163;439984;8,9;44;
